time,open,high,low,close,Volume,Volume MA
1333936800,1607.507969,1634.869806,1580.146131,1586.98659,9423325,11253057.6
1334023200,1573.305671,1641.710266,1573.305671,1614.348428,12308794,11225369
1334109600,1641.710266,1689.593482,1628.029347,1689.593482,42676210,12703983.55
1334196000,1771.678995,1771.678995,1744.317157,1771.678995,29824286,13321668.65
1334282400,1792.200374,1799.040833,1764.838536,1764.838536,19917349,13175873.95
1334541600,1757.998076,1846.924049,1751.157617,1846.924049,9665261,12566777.95
1334628000,1833.24313,1860.604968,1792.200374,1819.562211,22387207,13049266.65
1334714400,1812.721752,1833.24313,1744.317157,1757.998076,31827661,14200541.6
1334800800,1723.795779,1771.678995,1710.11486,1710.11486,21060680,14289182.6
1334887200,1710.11486,1757.998076,1689.593482,1710.11486,8011430,14181032.05
1335146400,1710.11486,1757.998076,1696.433941,1703.274401,7165287,14183524.75
1335232800,1710.11486,1744.317157,1689.593482,1737.476698,9232397,14343477.65
1335319200,1771.678995,1812.721752,1751.157617,1799.040833,8636960,14070688.65
1335405600,1799.040833,1799.040833,1757.998076,1757.998076,10863288,14407545.1
1335492000,1771.678995,1778.519455,1751.157617,1778.519455,6523816,14266860.65
1335924000,1771.678995,1778.519455,1716.95532,1723.795779,9222459,14227272.7
1336010400,1723.795779,1730.636239,1689.593482,1716.95532,7408835,14334626.6
1336096800,1716.95532,1778.519455,1716.95532,1771.678995,5760121,14341980.25
1336356000,1778.519455,1812.721752,1764.838536,1792.200374,13043395,14495339.7
1336442400,1792.200374,1881.126346,1785.359914,1846.924049,20687764,15282326.25
1336528800,1853.764509,1874.285887,1812.721752,1840.08359,9660581,15294189.05
1336615200,1833.24313,1881.126346,1833.24313,1846.924049,9219833,15139741
1336701600,1846.924049,1887.966806,1846.924049,1853.764509,15121776,13762019.3
1336960800,1853.764509,1853.764509,1764.838536,1764.838536,11273339,12834471.95
1337047200,1764.838536,1778.519455,1703.274401,1703.274401,15041364,12590672.7
1337133600,1730.636239,1730.636239,1682.753023,1682.753023,12024611,12708640.2
1337220000,1648.550725,1716.95532,1648.550725,1669.072104,8035249,11991042.3
1337306400,1689.593482,1689.593482,1607.507969,1641.710266,12984624,11048890.45
1337565600,1641.710266,1710.11486,1641.710266,1689.593482,5951035,10293408.2
1337652000,1689.593482,1710.11486,1675.912563,1689.593482,2874057,10036539.55
1337738400,1710.11486,1710.11486,1669.072104,1682.753023,7828406,10069695.5
1337824800,1641.710266,1675.912563,1628.029347,1648.550725,8796750,10047913.15
1337911200,1723.795779,1723.795779,1675.912563,1710.11486,5977500,9914940.15
1338170400,1710.11486,1751.157617,1682.753023,1689.593482,1389214,9441236.45
1338256800,1696.433941,1696.433941,1648.550725,1669.072104,3503838,9290237.55
1338343200,1648.550725,1703.274401,1641.710266,1648.550725,2044576,8931343.4
1338429600,1648.550725,1648.550725,1628.029347,1641.710266,8689885,8995395.9
1338516000,1648.550725,1648.550725,1628.029347,1641.710266,4640318,8939405.75
1338775200,1586.98659,1628.029347,1573.305671,1573.305671,8520752,8713273.6
1338861600,1566.465212,1593.82705,1566.465212,1573.305671,9554746,8156622.7
1338948000,1607.507969,1614.348428,1580.146131,1614.348428,4925227,7919855
1339034400,1593.82705,1669.072104,1593.82705,1648.550725,7179457,7817836.2
1339120800,1689.593482,1689.593482,1634.869806,1641.710266,5171558,7320325.3
1339380000,1662.231644,1662.231644,1641.710266,1641.710266,4642206,6988768.65
1339466400,1634.869806,1648.550725,1634.869806,1634.869806,5634242,6518412.55
1339552800,1634.869806,1641.710266,1621.188888,1621.188888,4088594,6121611.7
1339639200,1641.710266,1641.710266,1614.348428,1614.348428,5854701,6012584.3
1339725600,1648.550725,1689.593482,1628.029347,1689.593482,12365945,5981650.35
1339984800,1682.753023,1730.636239,1682.753023,1710.11486,15430944,6455645.8
1340071200,1675.912563,1703.274401,1662.231644,1662.231644,14245718,7024228.85
1340157600,1655.391185,1675.912563,1655.391185,1662.231644,7196715,6992644.3
1340244000,1628.029347,1669.072104,1628.029347,1662.231644,4211528,6763383.2
1340330400,1641.710266,1662.231644,1641.710266,1662.231644,4230687,6676042.55
1340589600,1662.231644,1669.072104,1641.710266,1662.231644,4986190,6855891.35
1340676000,1634.869806,1648.550725,1634.869806,1641.710266,2429651,6802182
1340762400,1634.869806,1669.072104,1634.869806,1669.072104,4669558,6933431.1
1340848800,1634.869806,1669.072104,1634.869806,1641.710266,883544,6543114.05
1340935200,1675.912563,1675.912563,1641.710266,1641.710266,3794756,6500835.95
1341194400,1641.710266,1655.391185,1634.869806,1634.869806,1712739,6160435.3
1341280800,1634.869806,1634.869806,1600.667509,1607.507969,6966603,6031028.15
1341367200,1607.507969,1634.869806,1607.507969,1607.507969,950935,5832313.55
1341453600,1600.667509,1614.348428,1593.82705,1600.667509,3946343,5670657.85
1341540000,1641.710266,1641.710266,1580.146131,1586.98659,4412691,5632714.5
1341799200,1586.98659,1607.507969,1566.465212,1573.305671,6994545,5750331.45
1341885600,1539.103374,1580.146131,1539.103374,1545.943834,8130573,5875148
1341972000,1511.741536,1573.305671,1511.741536,1545.943834,1865357,5763986.15
1342058400,1545.943834,1600.667509,1545.943834,1566.465212,916584,5517080.3
1342144800,1573.305671,1607.507969,1566.465212,1593.82705,3936844,5095625.25
1342404000,1593.82705,1600.667509,1573.305671,1573.305671,3124764,4480316.25
1342490400,1559.624753,1593.82705,1559.624753,1580.146131,12025340,4369297.35
1342576800,1607.507969,1607.507969,1566.465212,1580.146131,1238928,4071408
1342663200,1580.146131,1607.507969,1573.305671,1600.667509,4941754,4107919.3
1342749600,1621.188888,1628.029347,1573.305671,1573.305671,8824037,4337586.8
1343008800,1600.667509,1614.348428,1580.146131,1586.98659,3034868,4240020.7
1343095200,1580.146131,1593.82705,1566.465212,1573.305671,3895473,4313311.8
1343181600,1573.305671,1580.146131,1566.465212,1573.305671,3684080,4264037.9
1343268000,1573.305671,1593.82705,1573.305671,1573.305671,3297423,4384731.85
1343354400,1593.82705,1593.82705,1566.465212,1573.305671,1358508,4262919.45
1343613600,1525.422455,1573.305671,1525.422455,1573.305671,1437018,4249133.4
1343700000,1593.82705,1593.82705,1573.305671,1573.305671,1951312,3998368.85
1343786400,1573.305671,1573.305671,1545.943834,1559.624753,793627,3990503.45
1343872800,1545.943834,1573.305671,1545.943834,1552.784293,173507,3801861.65
1343959200,1559.624753,1566.465212,1559.624753,1566.465212,138706,3588162.4
1344218400,1552.784293,1593.82705,1552.784293,1566.465212,1566976,3316783.95
1344304800,1566.465212,1573.305671,1559.624753,1566.465212,558273,2938168.95
1344391200,1573.305671,1573.305671,1559.624753,1566.465212,2459166,2967859.4
1344477600,1566.465212,1586.98659,1566.465212,1586.98659,934857,2968773.05
1344564000,1573.305671,1573.305671,1559.624753,1559.624753,786035,2811232.6
1344823200,1552.784293,1559.624753,1552.784293,1559.624753,462078,2678098.3
1344909600,1559.624753,1573.305671,1552.784293,1566.465212,955177,2124590.15
1344996000,1566.465212,1566.465212,1559.624753,1559.624753,1089813,2117134.4
1345082400,1552.784293,1566.465212,1552.784293,1552.784293,529622,1896527.8
1345168800,1545.943834,1566.465212,1545.943834,1559.624753,1626906,1536671.25
1345428000,1566.465212,1566.465212,1559.624753,1566.465212,1785085,1474182.1
1345514400,1566.465212,1566.465212,1491.220158,1491.220158,7722408,1665528.85
1345600800,1429.656023,1463.85832,1422.815564,1429.656023,3459981,1654323.9
1345687200,1368.091888,1429.656023,1361.251429,1361.251429,6090060,1793955.75
1345773600,1299.687294,1422.815564,1299.687294,1395.453726,3843714,1918216.05
1346032800,1347.57051,1354.410969,1327.049132,1327.049132,5313799,2112055.1
1346119200,1327.049132,1368.091888,1327.049132,1361.251429,2157436,2122361.3
1346205600,1409.134645,1422.815564,1402.294185,1422.815564,497032,2107531.55
1346292000,1484.379699,1484.379699,1436.496483,1477.539239,1359247,2166818.55
1346378400,1477.539239,1477.539239,1409.134645,1477.539239,1824422,2251104.35
1346724000,1477.539239,1504.901077,1477.539239,1504.901077,1190834,2232297.25
1346810400,1470.69878,1491.220158,1450.177402,1484.379699,815270,2245147.1
1346896800,1450.177402,1477.539239,1450.177402,1470.69878,539420,2149159.8
1346983200,1463.85832,1470.69878,1457.017861,1463.85832,1585842,2181709.05
1347242400,1450.177402,1450.177402,1395.453726,1395.453726,5039830,2394398.8
1347328800,1361.251429,1374.932348,1340.73005,1340.73005,1836554,2463122.6
1347415200,1340.73005,1354.410969,1327.049132,1333.889591,2546603,2542693.9
1347501600,1327.049132,1395.453726,1327.049132,1395.453726,2810020,2628704.25
1347588000,1450.177402,1463.85832,1436.496483,1463.85832,1148150,2659630.65
1347847200,1470.69878,1532.262915,1463.85832,1532.262915,3353985,2745984.6
1347933600,1573.305671,1607.507969,1457.017861,1457.017861,10211421,3167301.4
1348020000,1470.69878,1525.422455,1463.85832,1491.220158,4302762,2996319.1
1348106400,1491.220158,1491.220158,1422.815564,1422.815564,6190784,3132859.25
1348192800,1443.336942,1491.220158,1443.336942,1491.220158,13768346,3516773.55
1348452000,1491.220158,1491.220158,1422.815564,1422.815564,3838755,3516525.6
1348538400,1368.091888,1422.815564,1361.251429,1374.932348,8687989,3685235.1
1348624800,1340.73005,1374.932348,1340.73005,1368.091888,4461225,3800424.55
1348711200,1368.091888,1368.091888,1347.57051,1347.57051,2209774,3886061.65
1348797600,1347.57051,1347.57051,1320.208672,1320.208672,3300483,3983123.45
1349056800,1374.932348,1381.772807,1333.889591,1381.772807,9426540,4363229.35
1349143200,1347.57051,1374.932348,1347.57051,1368.091888,87705,4308072.9
1349229600,1415.975104,1436.496483,1374.932348,1422.815564,2620991,4398358.95
1349316000,1422.815564,1491.220158,1422.815564,1457.017861,4650974,4603936.65
1349402400,1504.901077,1504.901077,1463.85832,1477.539239,1444038,4596846.45
1349661600,1443.336942,1498.060618,1443.336942,1491.220158,1152973,4402503.6
1349748000,1470.69878,1491.220158,1463.85832,1463.85832,4670139,4544182.85
1349834400,1470.69878,1477.539239,1422.815564,1463.85832,257410,4429723.2
1349920800,1504.901077,1518.581996,1470.69878,1477.539239,1057224,4342083.4
1350007200,1450.177402,1491.220158,1443.336942,1477.539239,697603,4319556.05
1350266400,1463.85832,1477.539239,1443.336942,1443.336942,598621,4181787.85
1350352800,1436.496483,1498.060618,1436.496483,1498.060618,927405,3717587.05
1350439200,1566.465212,1566.465212,1559.624753,1566.465212,4854470,3745172.45
1350525600,1614.348428,1614.348428,1573.305671,1607.507969,2528759,3562071.2
1350612000,1607.507969,1607.507969,1573.305671,1580.146131,1650159,2956161.85
1350871200,1593.82705,1593.82705,1552.784293,1580.146131,1118760,2820162.1
1350957600,1607.507969,1634.869806,1607.507969,1607.507969,1863884,2478956.85
1351044000,1607.507969,1607.507969,1573.305671,1593.82705,2216213,2366706.25
1351130400,1320.208672,1320.208672,1292.846834,1299.687294,4505957,2481515.4
1351216800,1333.889591,1333.889591,1306.527753,1327.049132,1913590,2412170.75
1351476000,1292.846834,1320.208672,1292.846834,1292.846834,771998,1979443.65
1351562400,1313.368213,1313.368213,1286.006375,1286.006375,1062485,2028182.65
1351648800,1286.006375,1292.846834,1272.325456,1272.325456,886173,1941441.75
1351735200,1251.804078,1279.165915,1244.963618,1244.963618,1883920,1803089.05
1351821600,1183.399483,1224.44224,1183.399483,1190.239943,1342722,1798023.25
1352080800,1162.878105,1231.282699,1162.878105,1169.718564,776825,1779215.85
1352167200,1169.718564,1176.559024,1162.878105,1176.559024,662357,1578826.75
1352253600,1183.399483,1231.282699,1183.399483,1231.282699,939241,1612918.3
1352340000,1224.44224,1272.325456,1217.601781,1272.325456,2191491,1669631.65
1352426400,1272.325456,1272.325456,1217.601781,1258.644537,525385,1661020.75
1352685600,1244.963618,1265.484997,1244.963618,1244.963618,175119,1639845.65
1352772000,1238.123159,1251.804078,1217.601781,1217.601781,391909,1613070.85
1352858400,1224.44224,1272.325456,1224.44224,1265.484997,1487740,1444734.35
1352944800,1265.484997,1320.208672,1265.484997,1286.006375,1385860,1387589.4
1353031200,1238.123159,1286.006375,1238.123159,1272.325456,1182360,1364199.45
1353290400,1238.123159,1279.165915,1238.123159,1272.325456,112391,1313881
1353376800,1292.846834,1299.687294,1272.325456,1272.325456,1803074,1310840.5
1353463200,1286.006375,1299.687294,1231.282699,1231.282699,2626556,1331357.65
1353549600,1272.325456,1279.165915,1272.325456,1279.165915,222331,1117176.35
1353636000,1286.006375,1286.006375,1231.282699,1238.123159,400542,1041523.95
1353895200,1231.282699,1244.963618,1231.282699,1231.282699,288991,1017373.6
1353981600,1286.006375,1286.006375,1244.963618,1251.804078,1504262,1039462.45
1354068000,1244.963618,1258.644537,1231.282699,1251.804078,4001319,1195219.75
1354154400,1292.846834,1292.846834,1258.644537,1272.325456,1938451,1197946.3
1354240800,1327.049132,1327.049132,1244.963618,1244.963618,3655294,1313574.9
1354500000,1272.325456,1286.006375,1251.804078,1286.006375,4490323,1499249.8
1354586400,1286.006375,1320.208672,1286.006375,1299.687294,4465613,1689412.6
1354672800,1320.208672,1320.208672,1299.687294,1299.687294,2343687,1759634.9
1354759200,1333.889591,1333.889591,1306.527753,1313.368213,3884513,1844286
1354845600,1327.049132,1327.049132,1299.687294,1299.687294,3018924,1968962.95
1355104800,1306.527753,1313.368213,1292.846834,1313.368213,869370,2003675.5
1355191200,1313.368213,1347.57051,1299.687294,1347.57051,3922660,2180213.05
1355277600,1333.889591,1361.251429,1313.368213,1354.410969,4447481,2328200.1
1355364000,1354.410969,1354.410969,1320.208672,1333.889591,3075646,2412689.4
1355450400,1354.410969,1354.410969,1306.527753,1313.368213,2391341,2473138.45
1355709600,1313.368213,1368.091888,1313.368213,1361.251429,5605005,2747769.15
1355796000,1381.772807,1381.772807,1340.73005,1340.73005,5954840,2955357.45
1355882400,1368.091888,1395.453726,1354.410969,1374.932348,8614160,3254737.65
1355968800,1374.932348,1374.932348,1340.73005,1368.091888,6806539,3583948.05
1356055200,1368.091888,1415.975104,1327.049132,1415.975104,12663886,4197115.25
1356314400,1361.251429,1415.975104,1354.410969,1402.294185,3056787,4335505.05
1356400800,1457.017861,1457.017861,1402.294185,1436.496483,7422432,4631413.55
1356487200,1374.932348,1429.656023,1374.932348,1409.134645,4733133,4668004.25
1356573600,1443.336942,1443.336942,1409.134645,1429.656023,2919797,4717071.55
1356660000,1429.656023,1436.496483,1415.975104,1436.496483,4221540,4745383.85
1357092000,1436.496483,1450.177402,1422.815564,1443.336942,7916697,4916702.55
1357178400,1436.496483,1457.017861,1422.815564,1457.017861,10526758,5219759.8
1357264800,1463.85832,1525.422455,1450.177402,1504.901077,8327198,5518935.35
1357524000,1450.177402,1580.146131,1450.177402,1580.146131,13537374,6001578.4
1357610400,1641.710266,1655.391185,1621.188888,1648.550725,22881182,6994691.3
1357696800,1580.146131,1648.550725,1580.146131,1634.869806,27443749,8323410.25
1357783200,1580.146131,1641.710266,1573.305671,1641.710266,14075051,8831029.8
1357869600,1641.710266,1655.391185,1614.348428,1628.029347,12420192,9229665.35
1358128800,1586.98659,1614.348428,1586.98659,1600.667509,5791833,9365474.7
1358215200,1580.146131,1600.667509,1566.465212,1593.82705,14462456,9969030.45
1358301600,1593.82705,1675.912563,1573.305671,1614.348428,35048497,11441205.05
1358388000,1607.507969,1614.348428,1566.465212,1566.465212,14274307,11857178.4
1358474400,1573.305671,1573.305671,1525.422455,1566.465212,5038535,11678397.15
1358733600,1539.103374,1566.465212,1518.581996,1518.581996,10202806,11848210.5
1358820000,1504.901077,1518.581996,1450.177402,1491.220158,14645040,11947268.2
1358906400,1463.85832,1498.060618,1463.85832,1484.379699,6489011,12118879.4
1358992800,1484.379699,1586.98659,1484.379699,1586.98659,12125763,12354045.95
1359079200,1600.667509,1628.029347,1586.98659,1621.188888,15371165,12885947.55
1359338400,1628.029347,1675.912563,1628.029347,1628.029347,40386149,14759265.15
1359424800,1628.029347,1675.912563,1607.507969,1669.072104,24143383,15755357.3
1359511200,1675.912563,1785.359914,1675.912563,1730.636239,31766126,16947828.75
1359597600,1716.95532,1730.636239,1682.753023,1703.274401,17543386,17298660.15
1359684000,1696.433941,1696.433941,1662.231644,1689.593482,15893060,17676953.25
1359943200,1689.593482,1696.433941,1662.231644,1662.231644,18079895,17904079.3
1360029600,1641.710266,1716.95532,1634.869806,1689.593482,12334666,17376753.5
1360116000,1723.795779,1764.838536,1710.11486,1764.838536,21189922,17064062.15
1360202400,1799.040833,1812.721752,1771.678995,1785.359914,38046541,18262636.65
1360288800,1805.881292,1805.881292,1785.359914,1785.359914,11000837,18191668.9
1361152800,1792.200374,1805.881292,1771.678995,1799.040833,19327039,18868429.2
1361239200,1792.200374,1799.040833,1778.519455,1792.200374,19149567,19102784.75
1361325600,1778.519455,1799.040833,1757.998076,1799.040833,17894238,18245071.8
1361412000,1799.040833,1840.08359,1675.912563,1675.912563,34096214,19236167.15
1361498400,1710.11486,1751.157617,1648.550725,1696.433941,20796821,20024081.45
1361757600,1744.317157,1744.317157,1689.593482,1737.476698,11785736,20103227.95
1361844000,1723.795779,1723.795779,1634.869806,1634.869806,19564740,20349212.95
1361930400,1634.869806,1662.231644,1566.465212,1621.188888,18865518,20968038.3
1362016800,1655.391185,1675.912563,1628.029347,1655.391185,7968295,20760164.9
1362103200,1662.231644,1682.753023,1641.710266,1641.710266,10750576,20529135.45
1362362400,1641.710266,1641.710266,1532.262915,1532.262915,18962584,19457957.2
1362448800,1532.262915,1532.262915,1470.69878,1491.220158,14604689,18981022.5
1362535200,1518.581996,1559.624753,1498.060618,1559.624753,5295831,17657507.75
1362621600,1593.82705,1655.391185,1573.305671,1614.348428,21039341,17832305.5
1362708000,1634.869806,1641.710266,1621.188888,1628.029347,4258753,17250590.15
1362967200,1634.869806,1689.593482,1621.188888,1689.593482,11017799,16897485.35
1363053600,1689.593482,1737.476698,1682.753023,1737.476698,30926113,17827057.7
1363140000,1751.157617,1751.157617,1641.710266,1682.753023,12330144,17384068.8
1363226400,1696.433941,1716.95532,1655.391185,1716.95532,10740328,16018758.15
1363312800,1716.95532,1730.636239,1703.274401,1723.795779,15276727,16232552.65
1363572000,1710.11486,1716.95532,1696.433941,1703.274401,7003594,15616380.4
1363658400,1696.433941,1710.11486,1689.593482,1710.11486,6026188,14960211.45
1363744800,1710.11486,1744.317157,1703.274401,1723.795779,7276096,14429304.35
1363831200,1730.636239,1764.838536,1730.636239,1737.476698,15473201,13498153.7
1363917600,1744.317157,1751.157617,1689.593482,1703.274401,18906158,13403620.55
1364176800,1710.11486,1744.317157,1710.11486,1744.317157,8852448,13256956.15
1364263200,1764.838536,1778.519455,1744.317157,1757.998076,11476106,12852524.45
1364349600,1723.795779,1757.998076,1710.11486,1744.317157,5790664,12198781.75
1364436000,1737.476698,1757.998076,1737.476698,1757.998076,5187192,12059726.6
1364522400,1737.476698,1792.200374,1723.795779,1778.519455,9281954,11986295.5
1364781600,1778.519455,1901.647725,1778.519455,1901.647725,22241316,12150232.1
1364868000,1915.328644,1997.414157,1915.328644,1949.530941,16631309,12251563.1
1364954400,1942.690481,1983.733238,1922.169103,1922.169103,12103102,12591926.65
1365040800,1901.647725,1963.21186,1901.647725,1915.328644,17803310,12430125.1
1365127200,1915.328644,1990.573697,1908.488184,1963.21186,32852907,13859832.8
1365386400,1990.573697,2004.254616,1956.3714,1956.3714,6148246,13616355.15
1365472800,1956.3714,1997.414157,1942.690481,1956.3714,6965004,12418299.7
1365559200,1949.530941,1976.892778,1846.924049,1846.924049,13526267,12478105.85
1365645600,1846.924049,1908.488184,1846.924049,1867.445427,14065413,12644360.1
1365732000,1867.445427,1894.807265,1826.402671,1860.604968,12765634,12518805.45
1365991200,1860.604968,1860.604968,1819.562211,1826.402671,11021462,12719698.85
1366077600,1799.040833,1846.924049,1764.838536,1833.24313,8425137,12839646.3
1366164000,1840.08359,1846.924049,1826.402671,1833.24313,6004250,12776054
1366250400,1785.359914,1826.402671,1778.519455,1785.359914,8615196,12433153.75
1366596000,1778.519455,1785.359914,1764.838536,1778.519455,3524009,11664046.3
1366682400,1778.519455,1812.721752,1778.519455,1812.721752,5051979,11474022.85
1366768800,1785.359914,1867.445427,1785.359914,1826.402671,6946141,11247524.6
1366855200,1819.562211,1867.445427,1819.562211,1860.604968,3021551,11109068.95
1366941600,1860.604968,1894.807265,1860.604968,1881.126346,5029610,11101189.85
1367460000,1860.604968,1942.690481,1860.604968,1922.169103,7260743,11000129.3
1367546400,1935.850022,1963.21186,1922.169103,1949.530941,5932626,10184694.8
1367805600,1949.530941,1983.733238,1949.530941,1976.892778,4170891,9561673.9
1367892000,1990.573697,1990.573697,1942.690481,1949.530941,4618092,9187423.4
1367978400,1963.21186,1983.733238,1949.530941,1983.733238,4305386,8512527.2
1368064800,1983.733238,2072.659211,1983.733238,2052.137832,9319673,7335865.5
1368151200,2052.137832,2120.542427,2052.137832,2093.180589,6213309,7339118.65
1368410400,2100.021048,2113.701967,2052.137832,2065.818751,1746207,7078178.8
1368496800,2052.137832,2058.978292,1997.414157,1997.414157,8060547,6804892.8
1368583200,2017.935535,2093.180589,2004.254616,2079.49967,4413428,6322293.55
1368669600,2086.34013,2106.861508,2072.659211,2086.34013,5923985,5980211.1
1368756000,2100.021048,2100.021048,2052.137832,2052.137832,4388125,5648544.25
1369015200,2086.34013,2141.063805,2052.137832,2141.063805,8777596,5666167.2
1369101600,2141.063805,2202.62794,2141.063805,2147.904265,14405875,6086248.45
1369188000,2168.425643,2168.425643,2141.063805,2147.904265,4218997,5866438.5
1369274400,2147.904265,2154.744724,2120.542427,2120.542427,11494666,6264971.35
1369360800,2106.861508,2168.425643,2106.861508,2147.904265,17907683,6907756.55
1369620000,2161.585183,2216.308859,2161.585183,2209.468399,13650526,7242975.8
1369706400,2216.308859,2243.670697,2216.308859,2229.989778,23403224,8262059.45
1369792800,2250.511156,2257.351616,2223.149318,2243.670697,17414017,8881279.8
1369879200,2250.511156,2250.511156,2216.308859,2243.670697,10653790,9050932.15
1369965600,2257.351616,2271.032534,2243.670697,2243.670697,13318524,9420227.05
1370224800,2223.149318,2223.149318,2195.787481,2202.62794,10067143,9715039.65
1370311200,2188.947021,2202.62794,2154.744724,2154.744724,19940882,10481179.15
1370397600,2154.744724,2175.266102,2154.744724,2175.266102,8878621,10709840.9
1370484000,2175.266102,2188.947021,2161.585183,2188.947021,4968946,10492304.55
1370570400,2188.947021,2195.787481,2175.266102,2182.106562,4587826,10411030.4
1370829600,2182.106562,2202.62794,2154.744724,2175.266102,8547207,10751080.4
1370916000,2161.585183,2175.266102,2147.904265,2147.904265,11383271,10917216.6
1371002400,2134.223346,2141.063805,2086.34013,2086.34013,16445947,11518842.55
1371088800,2086.34013,2134.223346,2086.34013,2127.382886,12662865,11855786.55
1371175200,2127.382886,2154.744724,2106.861508,2106.861508,10350162,12153888.4
1371434400,2052.137832,2079.49967,2024.775995,2045.297373,20066468,12718332
1371520800,2031.616454,2052.137832,2017.935535,2045.297373,14435261,12719801.3
1371607200,2024.775995,2052.137832,2024.775995,2031.616454,13698760,13193789.45
1371693600,2017.935535,2038.456913,2004.254616,2004.254616,13647444,13301428.35
1371780000,1976.892778,1976.892778,1929.009562,1929.009562,49061878,14859138.1
1372039200,1949.530941,1983.733238,1929.009562,1935.850022,11363972,14744810.4
1372125600,1929.009562,1935.850022,1812.721752,1853.764509,12088055,14179051.95
1372212000,1846.924049,1860.604968,1833.24313,1853.764509,19537558,14285229
1372298400,1867.445427,1949.530941,1846.924049,1949.530941,7771527,14141115.85
1372384800,1963.21186,1976.892778,1922.169103,1929.009562,7064264,13828402.85
1372644000,1915.328644,1915.328644,1874.285887,1894.807265,3161311,13483111.25
1372730400,1881.126346,1942.690481,1881.126346,1942.690481,2792478,12625691.05
